timestamp,symbol,open,high,low,close,volume,trade_count,vwap
2024-09-25 04:00:00,TSLA,252.625,257.01,252.32,257.0,723524.0,9872.0,255.253684
2024-09-26 04:00:00,TSLA,260.62,261.55,251.59,254.125,617612.0,9663.0,255.640102
2024-09-27 04:00:00,TSLA,257.33,260.675,254.29,260.44,510746.0,7623.0,258.48355
2024-09-30 04:00:00,TSLA,259.055,264.74,255.92,261.68,826692.0,11710.0,259.784422
2024-10-01 04:00:00,TSLA,262.73,263.95,248.745,258.01,492731.0,7370.0,255.140897
2024-10-02 04:00:00,TSLA,247.63,251.1,241.55,249.1,776714.0,9723.0,246.792169
2024-10-03 04:00:00,TSLA,244.48,249.73,237.93,240.7,584275.0,7636.0,242.110425
2024-10-04 04:00:00,TSLA,246.645,250.91,244.61,250.035,672432.0,9424.0,248.335399
2024-10-07 04:00:00,TSLA,249.05,249.575,240.745,240.85,455739.0,6654.0,243.716846
2024-10-08 04:00:00,TSLA,243.715,246.2,240.65,244.47,633766.0,8334.0,244.317772
2024-10-09 04:00:00,TSLA,243.82,247.395,239.52,241.02,846048.0,11089.0,243.456543
2024-10-10 04:00:00,TSLA,241.955,242.75,232.4,238.7,821182.0,11629.0,238.574208
2024-10-11 04:00:00,TSLA,220.05,223.275,214.52,217.76,1627640.0,18948.0,219.17775
2024-10-14 04:00:00,TSLA,220.135,221.875,213.755,219.16,1297690.0,16343.0,218.413159
2024-10-15 04:00:00,TSLA,220.08,224.26,217.2,219.575,724532.0,10627.0,220.335287
2024-10-16 04:00:00,TSLA,221.41,222.79,219.02,221.32,428765.0,5865.0,220.937494
2024-10-17 04:00:00,TSLA,221.44,222.07,217.94,220.88,650884.0,8738.0,219.954614
2024-10-18 04:00:00,TSLA,220.67,222.27,219.24,220.69,383914.0,6155.0,221.109552
2024-10-21 04:00:00,TSLA,218.86,220.46,215.74,218.9,586733.0,8821.0,218.345945
2024-10-22 04:00:00,TSLA,217.31,218.2,215.31,217.96,691043.0,9029.0,216.798274
2024-10-23 04:00:00,TSLA,216.88,218.645,212.14,213.74,797801.0,11265.0,214.641941
2024-10-24 04:00:00,TSLA,244.645,262.09,242.72,260.48,2662166.0,34328.0,252.490921
2024-10-25 04:00:00,TSLA,255.91,269.485,255.34,269.16,2137209.0,25909.0,266.171556
2024-10-28 04:00:00,TSLA,269.965,273.49,262.3,262.495,941200.0,14764.0,268.330713
2024-10-29 04:00:00,TSLA,264.64,264.94,255.545,259.5,835170.0,12324.0,259.623811
2024-10-30 04:00:00,TSLA,257.99,263.35,255.9,257.595,703031.0,10801.0,260.643129
2024-10-31 04:00:00,TSLA,258.02,259.65,249.31,249.82,666953.0,9889.0,252.016653
2024-11-01 04:00:00,TSLA,251.93,254.0,246.65,248.85,662165.0,9499.0,249.881047
2024-11-04 05:00:00,TSLA,244.55,248.84,238.955,242.91,685256.0,10126.0,244.252701
2024-11-05 05:00:00,TSLA,247.4,255.19,246.36,251.44,711880.0,10803.0,252.298587
2024-11-06 05:00:00,TSLA,284.725,289.56,275.81,288.56,2141148.0,28568.0,285.348996
2024-11-07 05:00:00,TSLA,289.045,299.72,285.64,297.01,1405209.0,21164.0,295.589889
2024-11-08 05:00:00,TSLA,299.14,328.59,297.715,321.175,2204163.0,31929.0,317.006983
2024-11-11 05:00:00,TSLA,346.365,358.56,336.02,350.315,2179040.0,34490.0,346.274083
2024-11-12 05:00:00,TSLA,342.645,345.62,323.39,328.54,1537138.0,22746.0,335.910524
2024-11-13 05:00:00,TSLA,335.935,344.48,322.6,330.29,895360.0,15266.0,330.809666
2024-11-14 05:00:00,TSLA,327.81,329.92,310.39,311.08,1117724.0,19281.0,317.063216
2024-11-15 05:00:00,TSLA,310.85,324.63,309.33,320.95,1010709.0,15936.0,318.828183
2024-11-18 05:00:00,TSLA,340.725,348.49,330.01,338.71,1327574.0,24075.0,340.8683
2024-11-19 05:00:00,TSLA,335.765,347.31,332.99,345.88,950295.0,17209.0,343.126566
2024-11-20 05:00:00,TSLA,345.05,346.58,334.33,342.07,604672.0,11976.0,339.731063
2024-11-21 05:00:00,TSLA,343.825,347.87,335.34,339.69,559920.0,8542.0,341.95118
2024-11-22 05:00:00,TSLA,340.99,356.54,337.8,352.67,672497.0,11014.0,351.054811
2024-11-25 05:00:00,TSLA,360.495,361.81,338.2,338.57,709226.0,13157.0,349.173673
2024-11-26 05:00:00,TSLA,341.08,346.96,335.69,338.19,554903.0,9150.0,341.129352
2024-11-27 05:00:00,TSLA,341.88,342.44,326.83,332.92,445343.0,9172.0,333.297716
2024-11-29 05:00:00,TSLA,336.235,345.2,334.8,345.13,292912.0,5667.0,340.528111
2024-12-02 05:00:00,TSLA,352.44,359.98,351.17,356.91,439735.0,8441.0,355.70707
2024-12-03 05:00:00,TSLA,351.325,355.65,348.22,351.39,525719.0,9723.0,350.847132
2024-12-04 05:00:00,TSLA,353.26,358.09,348.61,357.73,400117.0,8635.0,353.15286
2024-12-05 05:00:00,TSLA,359.99,375.39,359.64,369.4,992077.0,15957.0,370.552734
2024-12-06 05:00:00,TSLA,377.19,389.43,370.89,389.27,682149.0,12154.0,378.990736
2024-12-09 05:00:00,TSLA,397.61,404.75,378.22,389.99,711423.0,12642.0,389.5557
2024-12-10 05:00:00,TSLA,392.64,409.64,390.92,401.0,1033835.0,14858.0,403.270788
2024-12-11 05:00:00,TSLA,409.83,424.81,402.56,424.67,1051928.0,15631.0,415.572019
2024-12-12 05:00:00,TSLA,424.805,429.25,415.0,418.18,715069.0,14697.0,421.854642
2024-12-13 05:00:00,TSLA,420.35,436.255,415.76,436.24,658977.0,10687.0,428.231993
2024-12-16 05:00:00,TSLA,441.07,463.11,436.3,463.11,1065311.0,17809.0,453.945967
2024-12-17 05:00:00,TSLA,475.39,483.82,457.75,479.86,1252960.0,24789.0,473.919693
2024-12-18 05:00:00,TSLA,466.495,488.45,427.11,440.49,1285094.0,21473.0,459.152219
2024-12-19 05:00:00,TSLA,451.99,456.32,420.03,436.16,1010431.0,18497.0,437.549395
2024-12-20 05:00:00,TSLA,425.135,447.015,417.925,421.13,747481.0,13556.0,432.782595
2024-12-23 05:00:00,TSLA,430.865,432.64,417.0,424.7,158426.0,2777.0,425.024743
2024-12-24 05:00:00,TSLA,435.92,462.4,435.28,462.27,349563.0,5752.0,452.214218
2024-12-26 05:00:00,TSLA,465.01,465.2,451.04,454.15,470369.0,8469.0,456.665292
2024-12-27 05:00:00,TSLA,449.05,449.82,426.59,431.7,524440.0,9168.0,434.203341
2024-12-30 05:00:00,TSLA,419.105,427.0,415.76,417.41,579297.0,9744.0,420.764389
2024-12-31 05:00:00,TSLA,423.79,427.675,402.68,403.74,572891.0,10857.0,412.216859
2025-01-02 05:00:00,TSLA,390.43,392.42,373.2,379.49,901790.0,16964.0,381.05918
2025-01-03 05:00:00,TSLA,381.39,411.84,379.45,410.43,755417.0,12598.0,398.212826
2025-01-06 05:00:00,TSLA,423.25,426.31,401.785,411.21,586072.0,13929.0,412.071002
2025-01-07 05:00:00,TSLA,405.65,414.185,390.02,394.56,679866.0,11549.0,396.969565
2025-01-08 05:00:00,TSLA,393.05,402.09,387.62,394.95,834969.0,13695.0,395.367011
2025-01-10 05:00:00,TSLA,391.59,399.07,384.33,394.72,557079.0,9113.0,392.511614
2025-01-13 05:00:00,TSLA,383.16,403.77,380.35,403.31,546335.0,10280.0,392.199114
2025-01-14 05:00:00,TSLA,414.775,422.62,394.68,396.14,511547.0,8691.0,408.209657
2025-01-15 05:00:00,TSLA,410.15,429.76,405.7,428.19,573031.0,10183.0,419.89241
2025-01-16 05:00:00,TSLA,423.26,423.26,409.25,413.8,469916.0,8064.0,414.704824
2025-01-17 05:00:00,TSLA,421.3,439.66,419.93,426.55,501315.0,9023.0,431.577505
2025-01-21 05:00:00,TSLA,432.69,432.77,406.33,423.46,618321.0,11051.0,416.143899
2025-01-22 05:00:00,TSLA,416.72,427.945,414.65,414.84,424182.0,7525.0,419.861476
2025-01-23 05:00:00,TSLA,416.11,420.325,409.0,412.14,293943.0,5656.0,412.585658
2025-01-24 05:00:00,TSLA,414.5,418.0,405.86,406.49,480349.0,8991.0,411.71191
2025-01-27 05:00:00,TSLA,394.655,406.6,389.04,397.41,571035.0,10638.0,398.38623
2025-01-28 05:00:00,TSLA,396.72,400.55,386.8,398.19,385722.0,7302.0,393.709961
2025-01-29 05:00:00,TSLA,395.15,398.54,384.575,388.17,664792.0,10420.0,390.040724
2025-01-30 05:00:00,TSLA,410.575,412.3,384.5,400.17,1237906.0,18252.0,399.695668
2025-01-31 05:00:00,TSLA,401.54,419.97,401.425,404.68,968990.0,15129.0,412.497117
2025-02-03 05:00:00,TSLA,386.68,389.16,374.36,383.77,1015789.0,17560.0,382.662131
2025-02-04 05:00:00,TSLA,382.51,393.94,381.41,392.19,574785.0,10795.0,386.782522
2025-02-05 05:00:00,TSLA,387.44,388.21,375.58,378.01,608211.0,12560.0,381.354292
2025-02-06 05:00:00,TSLA,373.14,375.23,363.3,373.835,574865.0,10496.0,368.649925
2025-02-07 05:00:00,TSLA,370.16,380.28,360.4,361.47,630144.0,12277.0,368.533111
2025-02-10 05:00:00,TSLA,356.2,362.63,350.535,350.655,683263.0,11269.0,355.664177
2025-02-11 05:00:00,TSLA,345.6,349.29,325.13,328.505,1110698.0,18207.0,334.336254
2025-02-12 05:00:00,TSLA,330.0,346.36,329.23,336.44,846124.0,14119.0,340.042263
2025-02-13 05:00:00,TSLA,345.1,358.56,342.87,355.98,671773.0,12435.0,352.647769
2025-02-14 05:00:00,TSLA,360.53,361.92,347.625,355.92,661557.0,12578.0,353.056027
2025-02-18 05:00:00,TSLA,355.01,358.99,350.04,354.1,314047.0,7256.0,354.37237
2025-02-19 05:00:00,TSLA,353.93,367.34,353.82,360.55,517848.0,10202.0,361.873317
2025-02-20 05:00:00,TSLA,361.7,362.3,348.03,354.44,433006.0,8452.0,352.823032
2025-02-21 05:00:00,TSLA,353.31,354.92,334.485,337.66,831385.0,14279.0,340.384301
2025-02-24 05:00:00,TSLA,338.0,342.3,324.71,330.765,606496.0,10409.0,333.594215
2025-02-25 05:00:00,TSLA,327.04,327.42,297.325,302.76,1946906.0,31381.0,305.315954
2025-02-26 05:00:00,TSLA,303.7,308.945,288.085,290.615,1013763.0,16992.0,296.848078
2025-02-27 05:00:00,TSLA,290.71,297.18,280.92,281.97,1432360.0,20848.0,288.123467
2025-02-28 05:00:00,TSLA,279.46,293.585,273.64,293.27,1329913.0,21302.0,287.061968
2025-03-03 05:00:00,TSLA,300.585,303.89,277.4,284.81,1470188.0,21433.0,290.91644
2025-03-04 05:00:00,TSLA,270.86,284.23,261.935,271.83,1590276.0,24532.0,271.356882
2025-03-05 05:00:00,TSLA,272.93,279.54,267.81,279.27,979345.0,15462.0,273.578625
2025-03-06 05:00:00,TSLA,272.005,272.43,260.09,263.44,1111695.0,16325.0,265.220751
2025-03-07 05:00:00,TSLA,259.46,266.125,250.74,262.6,1306030.0,18929.0,259.750542
2025-03-10 04:00:00,TSLA,252.49,253.34,220.225,222.09,2861222.0,32838.0,233.697657
2025-03-11 04:00:00,TSLA,225.23,237.0,218.17,230.55,2559092.0,31657.0,229.813369
2025-03-12 04:00:00,TSLA,247.35,251.81,241.12,248.145,1905319.0,25020.0,247.218832
2025-03-13 04:00:00,TSLA,248.205,248.205,232.6,240.68,1210438.0,18847.0,238.515309
2025-03-14 04:00:00,TSLA,247.31,251.56,240.75,249.92,870363.0,12134.0,246.943863
2025-03-17 04:00:00,TSLA,245.015,245.09,232.84,237.86,1289419.0,17717.0,238.506622
2025-03-18 04:00:00,TSLA,228.19,230.0,222.335,225.41,1036108.0,14958.0,225.770052
2025-03-19 04:00:00,TSLA,231.575,241.35,229.27,235.72,1055030.0,14972.0,234.253599
2025-03-20 04:00:00,TSLA,233.315,237.945,230.09,236.25,954143.0,13525.0,234.27424
2025-03-21 04:00:00,TSLA,235.0,249.47,234.805,248.84,1092916.0,16699.0,243.158483
2025-03-24 04:00:00,TSLA,258.075,278.62,256.34,278.43,1983277.0,24471.0,271.246786
2025-03-25 04:00:00,TSLA,283.585,288.2,271.35,287.975,1822797.0,24666.0,279.290578
2025-03-26 04:00:00,TSLA,282.635,284.52,266.71,271.97,1774346.0,29059.0,274.657462
2025-03-27 04:00:00,TSLA,272.48,291.81,271.88,273.24,1879092.0,30576.0,280.507296
2025-03-28 04:00:00,TSLA,275.575,276.01,260.63,263.54,1444372.0,24342.0,265.50047
