timestamp,symbol,open,high,low,close,volume,trade_count,vwap
2024-06-04 04:00:00,TSLA,174.73,177.755,174.02,174.78,394650.0,5171.0,175.766647
2024-06-05 04:00:00,TSLA,175.35,176.13,172.195,174.96,392401.0,5030.0,174.607087
2024-06-06 04:00:00,TSLA,174.44,179.63,172.76,177.99,506074.0,6318.0,177.001968
2024-06-07 04:00:00,TSLA,176.26,179.32,175.585,177.47,309544.0,4118.0,177.335572
2024-06-10 04:00:00,TSLA,176.02,178.515,173.18,173.89,394930.0,4484.0,175.56883
2024-06-11 04:00:00,TSLA,173.88,174.47,167.46,170.58,460684.0,5744.0,169.359829
2024-06-12 04:00:00,TSLA,171.185,180.51,169.94,177.31,1073621.0,11205.0,177.092047
2024-06-13 04:00:00,TSLA,188.275,191.01,181.325,182.4,995522.0,8867.0,185.858619
2024-06-14 04:00:00,TSLA,185.8,185.97,176.93,178.01,582519.0,7820.0,179.665804
2024-06-17 04:00:00,TSLA,177.935,188.81,177.305,187.43,993440.0,10629.0,185.507818
2024-06-18 04:00:00,TSLA,186.505,186.95,182.4,184.885,823563.0,9386.0,184.214283
2024-06-20 04:00:00,TSLA,184.7,185.15,179.7,181.49,436292.0,6210.0,181.793868
2024-06-21 04:00:00,TSLA,182.13,183.95,180.73,183.03,421488.0,6244.0,182.259523
2024-06-24 04:00:00,TSLA,184.91,188.33,182.56,182.68,521789.0,7095.0,184.866221
2024-06-25 04:00:00,TSLA,184.19,187.955,182.19,187.39,429876.0,6831.0,186.182782
2024-06-26 04:00:00,TSLA,186.48,197.73,186.45,196.325,612917.0,7367.0,194.025324
2024-06-27 04:00:00,TSLA,195.14,198.63,194.18,197.41,677155.0,10294.0,196.084992
2024-06-28 04:00:00,TSLA,199.53,203.115,195.28,197.99,612088.0,8905.0,198.670439
2024-07-01 04:00:00,TSLA,201.0,213.17,200.93,209.97,1080763.0,11576.0,209.257372
2024-07-02 04:00:00,TSLA,218.84,231.2,218.115,231.14,1477815.0,17442.0,226.974067
2024-07-03 04:00:00,TSLA,234.63,248.29,234.255,246.6,1075211.0,13643.0,242.350311
2024-07-05 04:00:00,TSLA,250.055,252.29,242.5,251.69,829881.0,9886.0,248.110521
2024-07-08 04:00:00,TSLA,247.73,259.39,244.64,252.88,981605.0,11743.0,252.500673
2024-07-09 04:00:00,TSLA,251.1,265.6,250.375,262.33,1187541.0,14300.0,259.642383
2024-07-10 04:00:00,TSLA,262.765,267.58,257.95,263.37,592798.0,7957.0,263.818862
2024-07-11 04:00:00,TSLA,263.365,270.8,239.71,240.72,1378992.0,15595.0,253.224419
2024-07-12 04:00:00,TSLA,235.78,251.81,233.1,248.32,729233.0,10481.0,246.332613
2024-07-15 04:00:00,TSLA,255.99,265.23,251.78,252.76,735092.0,10247.0,259.020065
2024-07-16 04:00:00,TSLA,255.31,258.59,245.925,256.565,518511.0,7293.0,253.641308
2024-07-17 04:00:00,TSLA,252.875,258.22,246.3,248.45,534654.0,8391.0,251.132913
2024-07-18 04:00:00,TSLA,251.1,257.06,247.44,249.085,541613.0,6976.0,251.922281
2024-07-19 04:00:00,TSLA,247.78,248.99,236.91,239.24,643467.0,7737.0,241.601651
2024-07-22 04:00:00,TSLA,244.21,253.17,244.07,251.45,645695.0,8312.0,249.283262
2024-07-23 04:00:00,TSLA,253.4,255.75,245.65,246.48,623809.0,8154.0,248.905899
2024-07-24 04:00:00,TSLA,225.205,225.91,214.715,215.72,1427471.0,17679.0,219.21774
2024-07-25 04:00:00,TSLA,216.795,225.97,216.28,220.29,896560.0,10932.0,221.89027
2024-07-26 04:00:00,TSLA,221.2,222.18,215.44,219.79,537234.0,6538.0,219.065155
2024-07-29 04:00:00,TSLA,224.905,234.2,224.905,231.985,577127.0,6445.0,230.802841
2024-07-30 04:00:00,TSLA,232.31,232.37,220.12,222.58,604362.0,6472.0,224.598085
2024-07-31 04:00:00,TSLA,227.95,234.49,226.79,232.0,410028.0,5730.0,231.669792
2024-08-01 04:00:00,TSLA,227.4,231.845,214.4,216.94,1028466.0,11610.0,220.819867
2024-08-02 04:00:00,TSLA,214.885,216.08,205.8,207.68,1103680.0,11909.0,209.672179
2024-08-05 04:00:00,TSLA,185.08,203.85,182.01,198.96,1072240.0,13088.0,195.831165
2024-08-06 04:00:00,TSLA,201.12,202.885,192.775,200.37,831851.0,10894.0,198.747463
2024-08-07 04:00:00,TSLA,200.77,203.45,191.495,191.82,632497.0,8923.0,196.26076
2024-08-08 04:00:00,TSLA,195.91,200.68,192.13,198.97,412244.0,7009.0,197.409276
2024-08-09 04:00:00,TSLA,196.92,200.86,195.16,199.99,434119.0,5967.0,198.390397
2024-08-12 04:00:00,TSLA,198.94,199.21,194.73,197.55,690174.0,8227.0,197.176967
2024-08-13 04:00:00,TSLA,198.61,208.44,197.1,207.9,833266.0,12011.0,205.338113
2024-08-14 04:00:00,TSLA,207.5,208.33,198.8,201.37,498882.0,7017.0,201.541796
2024-08-15 04:00:00,TSLA,205.29,215.83,205.04,214.205,913424.0,10732.0,213.287082
2024-08-16 04:00:00,TSLA,211.08,219.77,210.9,216.19,743200.0,10009.0,216.55247
2024-08-19 04:00:00,TSLA,217.09,222.97,214.14,222.73,689481.0,9733.0,220.257376
2024-08-20 04:00:00,TSLA,224.74,228.15,219.575,221.09,860681.0,11567.0,222.521898
2024-08-21 04:00:00,TSLA,222.6,224.59,218.88,223.21,484491.0,7554.0,221.974136
2024-08-22 04:00:00,TSLA,223.99,224.7,210.33,210.75,666856.0,11401.0,215.682914
2024-08-23 04:00:00,TSLA,214.505,221.45,214.48,220.25,797564.0,11320.0,218.698305
2024-08-26 04:00:00,TSLA,218.725,218.95,211.01,213.24,695531.0,10376.0,213.552157
2024-08-27 04:00:00,TSLA,213.28,215.59,207.025,209.14,436659.0,6273.0,209.656192
2024-08-28 04:00:00,TSLA,209.75,211.48,202.6,205.71,530316.0,7438.0,205.849635
2024-08-29 04:00:00,TSLA,209.82,214.79,205.98,206.31,678868.0,7697.0,210.633343
2024-08-30 04:00:00,TSLA,208.79,214.565,207.15,214.2,567599.0,6870.0,210.3686
2024-09-03 04:00:00,TSLA,215.19,219.79,209.65,210.66,729607.0,9849.0,214.399342
2024-09-04 04:00:00,TSLA,210.61,222.18,210.57,219.43,723060.0,8422.0,219.107305
2024-09-05 04:00:00,TSLA,223.62,234.99,222.64,230.04,832263.0,9689.0,229.814722
2024-09-06 04:00:00,TSLA,232.645,233.53,210.585,210.62,954786.0,11071.0,219.158741
2024-09-09 04:00:00,TSLA,216.16,219.81,213.7,216.41,458285.0,7036.0,216.864467
2024-09-10 04:00:00,TSLA,220.02,226.4,218.72,226.32,582448.0,8131.0,222.998564
2024-09-11 04:00:00,TSLA,224.45,228.4,216.83,228.14,899397.0,12135.0,222.819793
2024-09-12 04:00:00,TSLA,224.93,231.435,224.06,229.8,468948.0,6718.0,229.198478
2024-09-13 04:00:00,TSLA,227.86,232.62,226.42,230.23,630697.0,9443.0,229.619206
2024-09-16 04:00:00,TSLA,229.275,229.93,223.63,226.9,648729.0,9488.0,227.060639
2024-09-17 04:00:00,TSLA,229.49,234.51,226.6,227.575,383914.0,4993.0,230.496004
2024-09-18 04:00:00,TSLA,230.06,235.625,226.93,227.12,479369.0,6061.0,230.317259
2024-09-19 04:00:00,TSLA,234.02,244.24,232.3,243.92,1125164.0,14666.0,240.793421
2024-09-20 04:00:00,TSLA,241.52,243.94,235.93,238.33,943871.0,13145.0,239.102771
2024-09-23 04:00:00,TSLA,242.535,250.0,241.98,249.99,654043.0,8201.0,248.08749
2024-09-24 04:00:00,TSLA,254.08,257.07,249.3,254.27,980014.0,13496.0,253.054887
